geo,siec,year,value
ME,coal,2015,3.3
MK,coal,2015,1.002
MT,coal,2015,NULL
NL,coal,2015,0.542
NO,coal,2015,NULL
PL,coal,2015,6211.262
PT,coal,2015,NULL
RO,coal,2015,80.123
RS,coal,2015,156.119
SE,coal,2015,NULL
SI,coal,2015,NULL
SK,coal,2015,17.878
TR,coal,2015,1968.284
XK,coal,2015,10.063
AL,electricity,2015,274.377
AT,electricity,2015,1480.249
BA,electricity,2015,406.363
BE,electricity,2015,1561.281
BG,electricity,2015,915.219
CY,electricity,2015,130.267
CZ,electricity,2015,1236.629
DE,electricity,2015,11066.208
DK,electricity,2015,875.035
EE,electricity,2015,148.581
EL,electricity,2015,1507.997
ES,electricity,2015,6024.85
FI,electricity,2015,1798.624
FR,electricity,2015,13525.513
GE,electricity,2015,211.694
HR,electricity,2015,533.276
HU,electricity,2015,931.986
IE,electricity,2015,677.623
IS,electricity,2015,70.699
IT,electricity,2015,5691.058
LT,electricity,2015,228.719
LU,electricity,2015,85.063
LV,electricity,2015,151.247
MD,electricity,2015,143.594
ME,electricity,2015,106.879
MK,electricity,2015,270.163
MT,electricity,2015,56.406
NL,electricity,2015,1907.304
NO,electricity,2015,3316.415
PL,electricity,2015,2431.642
PT,electricity,2015,1029.579
RO,electricity,2015,1039.983
RS,electricity,2015,1209.114
SE,electricity,2015,3696.217
SI,electricity,2015,275.58
SK,electricity,2015,432.932
TR,electricity,2015,4118.745
XK,electricity,2015,203.525
AL,"natural gas",2015,NULL
AT,"natural gas",2015,1357.578
BA,"natural gas",2015,33.169
BE,"natural gas",2015,3211.42
BG,"natural gas",2015,51.763
CY,"natural gas",2015,NULL
CZ,"natural gas",2015,1789.402
DE,"natural gas",2015,19738.844
DK,"natural gas",2015,598.165
EE,"natural gas",2015,49.312
EL,"natural gas",2015,355.694
ES,"natural gas",2015,3318.02
FI,"natural gas",2015,25.365
FR,"natural gas",2015,11673.43
GE,"natural gas",2015,573.824
HR,"natural gas",2015,446.26
HU,"natural gas",2015,2625.838
IE,"natural gas",2015,553.989
IS,"natural gas",2015,NULL
IT,"natural gas",2015,16985.555
LT,"natural gas",2015,122.678
LU,"natural gas",2015,221.364
LV,"natural gas",2015,98.087
MD,"natural gas",2015,202.945
ME,"natural gas",2015,NULL
MK,"natural gas",2015,0.064
MT,"natural gas",2015,NULL
NL,"natural gas",2015,6813.968
NO,"natural gas",2015,3.36
PL,"natural gas",2015,3157.719
PT,"natural gas",2015,262.889
RO,"natural gas",2015,2242.82
RS,"natural gas",2015,151.14
SE,"natural gas",2015,27.365
SI,"natural gas",2015,103.482
SK,"natural gas",2015,1050.537
TR,"natural gas",2015,9056.621
XK,"natural gas",2015,NULL
AL,"district heating",2015,NULL
AT,"district heating",2015,751.797
BA,"district heating",2015,96.135
BE,"district heating",2015,7.636
BG,"district heating",2015,332.665
CY,"district heating",2015,NULL
CZ,"district heating",2015,1016.17
DE,"district heating",2015,4070.03
DK,"district heating",2015,1620.089
EE,"district heating",2015,283.486
EL,"district heating",2015,49.99
ES,"district heating",2015,NULL
FI,"district heating",2015,1545.691
FR,"district heating",2015,1154.738
GE,"district heating",2015,NULL
HR,"district heating",2015,119.59
HU,"district heating",2015,468.162
IE,"district heating",2015,NULL
IS,"district heating",2015,305.675
IT,"district heating",2015,908.403
LT,"district heating",2015,429.732
LU,"district heating",2015,NULL
LV,"district heating",2015,336.797
MD,"district heating",2015,117.87
ME,"district heating",2015,NULL
MK,"district heating",2015,31.981
MT,"district heating",2015,NULL
NL,"district heating",2015,288.478
NO,"district heating",2015,89.174
PL,"district heating",2015,3881.246
PT,"district heating",2015,0.86
RO,"district heating",2015,801.543
RS,"district heating",2015,401.572
SE,"district heating",2015,2472.222
SI,"district heating",2015,76.693
SK,"district heating",2015,452.876
TR,"district heating",2015,NULL
XK,"district heating",2015,6.162
AL,"heating oil",2015,91.53
AT,"heating oil",2015,26.477
BA,"heating oil",2015,7.84
BE,"heating oil",2015,118.659
BG,"heating oil",2015,34.059
CY,"heating oil",2015,38.411
CZ,"heating oil",2015,44.984
DE,"heating oil",2015,587.283
DK,"heating oil",2015,17.917
EE,"heating oil",2015,5.434
EL,"heating oil",2015,79.106
ES,"heating oil",2015,1076.643
FI,"heating oil",2015,5.529
FR,"heating oil",2015,929.442
GE,"heating oil",2015,19.776
HR,"heating oil",2015,53.758
HU,"heating oil",2015,72.967
IE,"heating oil",2015,36.511
IS,"heating oil",2015,2.245
IT,"heating oil",2015,1085.507
LT,"heating oil",2015,31.689
LU,"heating oil",2015,0.474
LV,"heating oil",2015,18.491
MD,"heating oil",2015,66.019
ME,"heating oil",2015,1.12
MK,"heating oil",2015,6.707
MT,"heating oil",2015,16.48
NL,"heating oil",2015,23.214
NO,"heating oil",2015,1.101
PL,"heating oil",2015,510.891
PT,"heating oil",2015,379.048
RO,"heating oil",2015,239.139
RS,"heating oil",2015,61.02
SE,"heating oil",2015,4.101
SI,"heating oil",2015,32.997
SK,"heating oil",2015,4.395
TR,"heating oil",2015,272.398
XK,"heating oil",2015,7.694
AL,"other petroleum products",2015,NULL
AT,"other petroleum products",2015,NULL
BA,"other petroleum products",2015,NULL
BE,"other petroleum products",2015,31.838
BG,"other petroleum products",2015,NULL
CY,"other petroleum products",2015,14.646
CZ,"other petroleum products",2015,NULL
DE,"other petroleum products",2015,3.067
DK,"other petroleum products",2015,0.221
EE,"other petroleum products",2015,NULL
EL,"other petroleum products",2015,4.108
ES,"other petroleum products",2015,NULL
FI,"other petroleum products",2015,NULL
FR,"other petroleum products",2015,161.117
GE,"other petroleum products",2015,NULL
HR,"other petroleum products",2015,NULL
HU,"other petroleum products",2015,NULL
IE,"other petroleum products",2015,800.232
IS,"other petroleum products",2015,NULL
IT,"other petroleum products",2015,1.027
LT,"other petroleum products",2015,NULL
LU,"other petroleum products",2015,0.866
LV,"other petroleum products",2015,NULL
MD,"other petroleum products",2015,NULL
ME,"other petroleum products",2015,NULL
MK,"other petroleum products",2015,NULL
MT,"other petroleum products",2015,NULL
NL,"other petroleum products",2015,6.12
NO,"other petroleum products",2015,25.736
PL,"other petroleum products",2015,NULL
PT,"other petroleum products",2015,NULL
RO,"other petroleum products",2015,1.026
RS,"other petroleum products",2015,NULL
SE,"other petroleum products",2015,NULL
SI,"other petroleum products",2015,NULL
SK,"other petroleum products",2015,NULL
TR,"other petroleum products",2015,45.295
XK,"other petroleum products",2015,NULL
AL,"domestic heating oil",2015,NULL
AT,"domestic heating oil",2015,994.496
BA,"domestic heating oil",2015,70.388
BE,"domestic heating oil",2015,2565.076
BG,"domestic heating oil",2015,NULL
CY,"domestic heating oil",2015,66.669
CZ,"domestic heating oil",2015,NULL
DE,"domestic heating oil",2015,11030.73
DK,"domestic heating oil",2015,201.035
EE,"domestic heating oil",2015,4.041
EL,"domestic heating oil",2015,1380.725
ES,"domestic heating oil",2015,1941.101
FI,"domestic heating oil",2015,315.326
FR,"domestic heating oil",2015,4979.652
GE,"domestic heating oil",2015,NULL
HR,"domestic heating oil",2015,86.709
HU,"domestic heating oil",2015,NULL
IE,"domestic heating oil",2015,240.268
IS,"domestic heating oil",2015,1.027
IT,"domestic heating oil",2015,1287.117
LT,"domestic heating oil",2015,9.213
LU,"domestic heating oil",2015,174.761
LV,"domestic heating oil",2015,25.371
MD,"domestic heating oil",2015,NULL
ME,"domestic heating oil",2015,NULL
MK,"domestic heating oil",2015,4.103
MT,"domestic heating oil",2015,1.027
NL,"domestic heating oil",2015,7.276
NO,"domestic heating oil",2015,62.314
PL,"domestic heating oil",2015,76.001
PT,"domestic heating oil",2015,54.433
RO,"domestic heating oil",2015,NULL
RS,"domestic heating oil",2015,NULL
SE,"domestic heating oil",2015,106.317
SI,"domestic heating oil",2015,121.078
SK,"domestic heating oil",2015,NULL
TR,"domestic heating oil",2015,NULL
XK,"domestic heating oil",2015,7.256
AL,renewables/biomass,2015,160.003
AT,renewables/biomass,2015,1726.856
BA,renewables/biomass,2015,432.741
BE,renewables/biomass,2015,541.614
BG,renewables/biomass,2015,716.108
CY,renewables/biomass,2015,10.462
CZ,renewables/biomass,2015,1753.081
DE,renewables/biomass,2015,5800.373
DK,renewables/biomass,2015,967.766
EE,renewables/biomass,2015,361.445
EL,renewables/biomass,2015,784.155
ES,renewables/biomass,2015,2489.777
FI,renewables/biomass,2015,1195.113
FR,renewables/biomass,2015,6273.895
GE,renewables/biomass,2015,390.561
HR,renewables/biomass,2015,1157.113
HU,renewables/biomass,2015,1764.737
IE,renewables/biomass,2015,33.718
IS,renewables/biomass,2015,NULL
IT,renewables/biomass,2015,6351.533
LT,renewables/biomass,2015,490.661
LU,renewables/biomass,2015,22.428
LV,renewables/biomass,2015,456.912
MD,renewables/biomass,2015,610.824
ME,renewables/biomass,2015,153.387
MK,renewables/biomass,2015,217.039
MT,renewables/biomass,2015,1.146
NL,renewables/biomass,2015,393.523
NO,renewables/biomass,2015,443.8
PL,renewables/biomass,2015,2588.97
PT,renewables/biomass,2015,755.708
RO,renewables/biomass,2015,2950.941
RS,renewables/biomass,2015,847.186
SE,renewables/biomass,2015,913.06
SI,renewables/biomass,2015,524.601
SK,renewables/biomass,2015,610.012
TR,renewables/biomass,2015,2804.003
XK,renewables/biomass,2015,241.593
AL,"solar thermal",2015,6.377
AT,"solar thermal",2015,127.428
BA,"solar thermal",2015,NULL
BE,"solar thermal",2015,22.635
BG,"solar thermal",2015,9.649
CY,"solar thermal",2015,57.681
CZ,"solar thermal",2015,12.335
DE,"solar thermal",2015,632.512
DK,"solar thermal",2015,11.79
EE,"solar thermal",2015,NULL
EL,"solar thermal",2015,248.28
ES,"solar thermal",2015,197.627
FI,"solar thermal",2015,1.481
FR,"solar thermal",2015,154.086
GE,"solar thermal",2015,NULL
HR,"solar thermal",2015,7.285
HU,"solar thermal",2015,10.485
IE,"solar thermal",2015,11.264
IS,"solar thermal",2015,NULL
IT,"solar thermal",2015,140.537
LT,"solar thermal",2015,NULL
LU,"solar thermal",2015,1.909
LV,"solar thermal",2015,NULL
MD,"solar thermal",2015,NULL
ME,"solar thermal",2015,NULL
MK,"solar thermal",2015,NULL
MT,"solar thermal",2015,4.806
NL,"solar thermal",2015,21.735
NO,"solar thermal",2015,NULL
PL,"solar thermal",2015,39.529
PT,"solar thermal",2015,48.151
RO,"solar thermal",2015,NULL
RS,"solar thermal",2015,NULL
SE,"solar thermal",2015,11.274
SI,"solar thermal",2015,10.367
SK,"solar thermal",2015,4.657
TR,"solar thermal",2015,544.545
XK,"solar thermal",2015,0.096
AL,"heat pumps",2015,NULL
AT,"heat pumps",2015,136.798
BA,"heat pumps",2015,NULL
BE,"heat pumps",2015,41.617
BG,"heat pumps",2015,NULL
CY,"heat pumps",2015,1.552
CZ,"heat pumps",2015,86.404
DE,"heat pumps",2015,844.511
DK,"heat pumps",2015,131.932
EE,"heat pumps",2015,NULL
EL,"heat pumps",2015,NULL
ES,"heat pumps",2015,90.314
FI,"heat pumps",2015,NULL
FR,"heat pumps",2015,1710.848
GE,"heat pumps",2015,NULL
HR,"heat pumps",2015,14.842
HU,"heat pumps",2015,NULL
IE,"heat pumps",2015,16.845
IS,"heat pumps",2015,NULL
IT,"heat pumps",2015,NULL
LT,"heat pumps",2015,NULL
LU,"heat pumps",2015,1.465
LV,"heat pumps",2015,NULL
MD,"heat pumps",2015,NULL
ME,"heat pumps",2015,NULL
MK,"heat pumps",2015,NULL
MT,"heat pumps",2015,NULL
NL,"heat pumps",2015,40.369
NO,"heat pumps",2015,405.73
PL,"heat pumps",2015,119.039
PT,"heat pumps",2015,213.329
RO,"heat pumps",2015,NULL
RS,"heat pumps",2015,NULL
SE,"heat pumps",2015,NULL
SI,"heat pumps",2015,27.677
SK,"heat pumps",2015,NULL
TR,"heat pumps",2015,NULL
XK,"heat pumps",2015,NULL
AL,TOTAL,2015,532.287
AT,TOTAL,2015,6631.937
BA,TOTAL,2015,1113.03
BE,TOTAL,2015,8229.602
BG,TOTAL,2015,2192.912
CY,TOTAL,2015,323.916
CZ,TOTAL,2015,6769.51
DE,TOTAL,2015,54959.824
DK,TOTAL,2015,4445.518
EE,TOTAL,2015,857.435
EL,TOTAL,2015,4460.625
ES,TOTAL,2015,15269.842
FI,TOTAL,2015,4950.975
FR,TOTAL,2015,40692.404
GE,TOTAL,2015,1201.348
HR,TOTAL,2015,2429.916
HU,TOTAL,2015,5969.813
IE,TOTAL,2015,2829.165
IS,TOTAL,2015,392.234
IT,TOTAL,2015,32494.483
LT,TOTAL,2015,1359.131
LU,TOTAL,2015,508.946
LV,TOTAL,2015,1105.582
MD,TOTAL,2015,1179.946
ME,TOTAL,2015,265.421
MK,TOTAL,2015,531.06
MT,TOTAL,2015,79.865
NL,TOTAL,2015,9534.29
NO,TOTAL,2015,4352.562
PL,TOTAL,2015,19032.461
PT,TOTAL,2015,2751.749
RO,TOTAL,2015,7375.183
RS,TOTAL,2015,2826.152
SE,TOTAL,2015,7411.176
SI,TOTAL,2015,1172.476
SK,TOTAL,2015,2573.288
TR,TOTAL,2015,20153.33
XK,TOTAL,2015,476.388
AL,coal,2016,NULL
AT,coal,2016,20.544
BA,coal,2016,73.537
BE,coal,2016,73.261
BG,coal,2016,150.582
CY,coal,2016,NULL
CZ,coal,2016,820.004
DE,coal,2016,519.58
DK,coal,2016,0.02
EE,coal,2016,1.945
EL,coal,2016,1.947
ES,coal,2016,79.063
FI,coal,2016,NULL
FR,coal,2016,37.776
GE,coal,2016,0.812
HR,coal,2016,2.944
HU,coal,2016,120.56
IE,coal,2016,242.135
IS,coal,2016,NULL
IT,coal,2016,NULL
LT,coal,2016,36.541
LU,coal,2016,0.587
LV,coal,2016,11.897
MD,coal,2016,28.989
ME,coal,2016,4.53
MK,coal,2016,0.911
MT,coal,2016,NULL
NL,coal,2016,1.078
NO,coal,2016,NULL
PL,coal,2016,6585.721
PT,coal,2016,NULL
RO,coal,2016,56.401
RS,coal,2016,215.643
SE,coal,2016,NULL
SI,coal,2016,NULL
SK,coal,2016,29.594
TR,coal,2016,2052.774
XK,coal,2016,8.758
AL,electricity,2016,257.18
AT,electricity,2016,1533.864
BA,electricity,2016,406.965
BE,electricity,2016,1549.175
BG,electricity,2016,922.872
CY,electricity,2016,136.285
CZ,electricity,2016,1284.179
DE,electricity,2016,11023.216
DK,electricity,2016,883.099
EE,electricity,2016,164.488
EL,electricity,2016,1719.433
ES,electricity,2016,5988.65
FI,electricity,2016,1936.199
FR,electricity,2016,14024.428
GE,electricity,2016,208.34
HR,electricity,2016,526.913
HU,electricity,2016,941.874
IE,electricity,2016,676.934
IS,electricity,2016,72.099
IT,electricity,2016,5529.149
LT,electricity,2016,238.607
LU,electricity,2016,83.902
LV,electricity,2016,154.17
MD,electricity,2016,140.499
ME,electricity,2016,107.567
MK,electricity,2016,262.894
MT,electricity,2016,57.261
NL,electricity,2016,1890.683
NO,electricity,2016,3425.891
PL,electricity,2016,2485.727
PT,electricity,2016,1115.45
RO,electricity,2016,1037.575
RS,electricity,2016,1197.85
SE,electricity,2016,3827.945
SI,electricity,2016,280.31
SK,electricity,2016,438.263
TR,electricity,2016,4402.752
XK,electricity,2016,181.857
AL,"natural gas",2016,NULL
AT,"natural gas",2016,1500.408
BA,"natural gas",2016,34.544
BE,"natural gas",2016,3394.755
BG,"natural gas",2016,58.899
CY,"natural gas",2016,NULL
CZ,"natural gas",2016,1993.686
DE,"natural gas",2016,22092.35
DK,"natural gas",2016,639.619
EE,"natural gas",2016,57.868
EL,"natural gas",2016,329.084
ES,"natural gas",2016,3335.066
FI,"natural gas",2016,26.226
FR,"natural gas",2016,12630.385
GE,"natural gas",2016,652.918
HR,"natural gas",2016,466.082
HU,"natural gas",2016,2813.435
IE,"natural gas",2016,561.849
IS,"natural gas",2016,NULL
IT,"natural gas",2016,17097.463
LT,"natural gas",2016,145.464
LU,"natural gas",2016,235.478
LV,"natural gas",2016,106.362
MD,"natural gas",2016,212.79
ME,"natural gas",2016,NULL
MK,"natural gas",2016,0.086
MT,"natural gas",2016,NULL
NL,"natural gas",2016,7099.801
NO,"natural gas",2016,3.608
PL,"natural gas",2016,3466.693
PT,"natural gas",2016,243.84
RO,"natural gas",2016,2287.661
RS,"natural gas",2016,167.735
SE,"natural gas",2016,30.224
SI,"natural gas",2016,114.961
SK,"natural gas",2016,1067.949
TR,"natural gas",2016,9567.068
XK,"natural gas",2016,NULL
AL,"district heating",2016,NULL
AT,"district heating",2016,788.713
BA,"district heating",2016,95.323
BE,"district heating",2016,12.033
BG,"district heating",2016,324.615
CY,"district heating",2016,NULL
CZ,"district heating",2016,1056.965
DE,"district heating",2016,4419.7
DK,"district heating",2016,1664.023
EE,"district heating",2016,311.861
EL,"district heating",2016,39.744
ES,"district heating",2016,NULL
FI,"district heating",2016,1684.795
FR,"district heating",2016,1261.535
GE,"district heating",2016,NULL
HR,"district heating",2016,119.208
HU,"district heating",2016,491.019
IE,"district heating",2016,NULL
IS,"district heating",2016,336.586
IT,"district heating",2016,946.666
LT,"district heating",2016,466.347
LU,"district heating",2016,NULL
LV,"district heating",2016,369.471
MD,"district heating",2016,122.934
ME,"district heating",2016,NULL
MK,"district heating",2016,32.686
MT,"district heating",2016,NULL
NL,"district heating",2016,293.175
NO,"district heating",2016,104.184
PL,"district heating",2016,3893.188
PT,"district heating",2016,0.86
RO,"district heating",2016,803.979
RS,"district heating",2016,404.342
SE,"district heating",2016,2606.286
SI,"district heating",2016,82.044
SK,"district heating",2016,448.433
TR,"district heating",2016,NULL
XK,"district heating",2016,8.766
AL,"heating oil",2016,96.05
AT,"heating oil",2016,26.479
BA,"heating oil",2016,8.96
BE,"heating oil",2016,129.646
BG,"heating oil",2016,27.467
CY,"heating oil",2016,39.541
CZ,"heating oil",2016,44.984
DE,"heating oil",2016,754.114
DK,"heating oil",2016,19.749
EE,"heating oil",2016,7.607
EL,"heating oil",2016,76.908
ES,"heating oil",2016,1110.535
FI,"heating oil",2016,4.423
FR,"heating oil",2016,922.015
GE,"heating oil",2016,17.579
HR,"heating oil",2016,54.877
HU,"heating oil",2016,59.536
IE,"heating oil",2016,48.276
IS,"heating oil",2016,1.083
IT,"heating oil",2016,1118.468
LT,"heating oil",2016,33.874
LU,"heating oil",2016,0.463
LV,"heating oil",2016,18.491
MD,"heating oil",2016,69.314
ME,"heating oil",2016,1.12
MK,"heating oil",2016,7.655
MT,"heating oil",2016,14.283
NL,"heating oil",2016,23.214
NO,"heating oil",2016,1.101
PL,"heating oil",2016,516.385
PT,"heating oil",2016,374.654
RO,"heating oil",2016,242.589
RS,"heating oil",2016,65.54
SE,"heating oil",2016,4.429
SI,"heating oil",2016,31.897
SK,"heating oil",2016,8.79
TR,"heating oil",2016,232.622
XK,"heating oil",2016,7.694
AL,"other petroleum products",2016,NULL
AT,"other petroleum products",2016,NULL
BA,"other petroleum products",2016,NULL
BE,"other petroleum products",2016,30.606
BG,"other petroleum products",2016,NULL
CY,"other petroleum products",2016,14.646
CZ,"other petroleum products",2016,NULL
DE,"other petroleum products",2016,6.134
DK,"other petroleum products",2016,0.028
EE,"other petroleum products",2016,NULL
EL,"other petroleum products",2016,3.081
ES,"other petroleum products",2016,NULL
FI,"other petroleum products",2016,NULL
FR,"other petroleum products",2016,176.132
GE,"other petroleum products",2016,NULL
HR,"other petroleum products",2016,NULL
HU,"other petroleum products",2016,NULL
IE,"other petroleum products",2016,846.434
IS,"other petroleum products",2016,NULL
IT,"other petroleum products",2016,2.054
LT,"other petroleum products",2016,NULL
LU,"other petroleum products",2016,0.506
LV,"other petroleum products",2016,NULL
MD,"other petroleum products",2016,NULL
ME,"other petroleum products",2016,NULL
MK,"other petroleum products",2016,NULL
MT,"other petroleum products",2016,NULL
NL,"other petroleum products",2016,5.99
NO,"other petroleum products",2016,25.736
PL,"other petroleum products",2016,NULL
PT,"other petroleum products",2016,NULL
RO,"other petroleum products",2016,1.026
RS,"other petroleum products",2016,NULL
SE,"other petroleum products",2016,NULL
SI,"other petroleum products",2016,NULL
SK,"other petroleum products",2016,NULL
TR,"other petroleum products",2016,15.764
XK,"other petroleum products",2016,NULL
AL,"domestic heating oil",2016,NULL
AT,"domestic heating oil",2016,988.64
BA,"domestic heating oil",2016,75.488
BE,"domestic heating oil",2016,2325.967
BG,"domestic heating oil",2016,NULL
CY,"domestic heating oil",2016,66.636
CZ,"domestic heating oil",2016,NULL
DE,"domestic heating oil",2016,10666.381
DK,"domestic heating oil",2016,192.848
EE,"domestic heating oil",2016,3.031
EL,"domestic heating oil",2016,1186.386
ES,"domestic heating oil",2016,1659.692
FI,"domestic heating oil",2016,327.388
FR,"domestic heating oil",2016,4930.735
GE,"domestic heating oil",2016,NULL
HR,"domestic heating oil",2016,85.689
HU,"domestic heating oil",2016,NULL
IE,"domestic heating oil",2016,257.823
IS,"domestic heating oil",2016,0.922
IT,"domestic heating oil",2016,1168.071
LT,"domestic heating oil",2016,14.332
LU,"domestic heating oil",2016,174.995
LV,"domestic heating oil",2016,27.401
MD,"domestic heating oil",2016,NULL
ME,"domestic heating oil",2016,NULL
MK,"domestic heating oil",2016,3.859
MT,"domestic heating oil",2016,NULL
NL,"domestic heating oil",2016,7.269
NO,"domestic heating oil",2016,69.431
PL,"domestic heating oil",2016,71.893
PT,"domestic heating oil",2016,55.46
RO,"domestic heating oil",2016,NULL
RS,"domestic heating oil",2016,NULL
SE,"domestic heating oil",2016,79.426
SI,"domestic heating oil",2016,111.921
SK,"domestic heating oil",2016,NULL
TR,"domestic heating oil",2016,NULL
XK,"domestic heating oil",2016,4.146
AL,renewables/biomass,2016,136.62
AT,renewables/biomass,2016,1774.505
BA,renewables/biomass,2016,432.645
BE,renewables/biomass,2016,606.716
BG,renewables/biomass,2016,758.025
CY,renewables/biomass,2016,10.731
CZ,renewables/biomass,2016,1776.894
DE,renewables/biomass,2016,5344.941
DK,renewables/biomass,2016,1021.505
EE,renewables/biomass,2016,383.778
EL,renewables/biomass,2016,681.021
ES,renewables/biomass,2016,1806.606
FI,renewables/biomass,2016,1300.396
FR,renewables/biomass,2016,6818.686
GE,renewables/biomass,2016,380.577
HR,renewables/biomass,2016,1123.03
HU,renewables/biomass,2016,1719.117
IE,renewables/biomass,2016,34.418
IS,renewables/biomass,2016,NULL
IT,renewables/biomass,2016,6129.192
LT,renewables/biomass,2016,483.902
LU,renewables/biomass,2016,25.259
LV,renewables/biomass,2016,449.006
MD,renewables/biomass,2016,659.143
ME,renewables/biomass,2016,150.664
MK,renewables/biomass,2016,183.522
MT,renewables/biomass,2016,1.087
NL,renewables/biomass,2016,389.881
NO,renewables/biomass,2016,424.883
PL,renewables/biomass,2016,2661.579
PT,renewables/biomass,2016,757.213
RO,renewables/biomass,2016,2974.754
RS,renewables/biomass,2016,873.125
SE,renewables/biomass,2016,912.129
SI,renewables/biomass,2016,530.501
SK,renewables/biomass,2016,690.981
TR,renewables/biomass,2016,2588.994
XK,renewables/biomass,2016,337.035
AL,"solar thermal",2016,6.5
AT,"solar thermal",2016,131.121
BA,"solar thermal",2016,NULL
BE,"solar thermal",2016,21.596
BG,"solar thermal",2016,9.649
CY,"solar thermal",2016,58.613
CZ,"solar thermal",2016,13.021
DE,"solar thermal",2016,631.962
DK,"solar thermal",2016,11.955
EE,"solar thermal",2016,NULL
EL,"solar thermal",2016,253.201
ES,"solar thermal",2016,213.283
FI,"solar thermal",2016,1.648
FR,"solar thermal",2016,164.004
GE,"solar thermal",2016,NULL
HR,"solar thermal",2016,8.097
HU,"solar thermal",2016,10.963
IE,"solar thermal",2016,11.926
IS,"solar thermal",2016,NULL
IT,"solar thermal",2016,148.061
LT,"solar thermal",2016,NULL
LU,"solar thermal",2016,2.059
LV,"solar thermal",2016,NULL
MD,"solar thermal",2016,NULL
ME,"solar thermal",2016,NULL
MK,"solar thermal",2016,NULL
MT,"solar thermal",2016,4.944
NL,"solar thermal",2016,21.926
NO,"solar thermal",2016,NULL
PL,"solar thermal",2016,46.408
PT,"solar thermal",2016,50.373
RO,"solar thermal",2016,NULL
RS,"solar thermal",2016,NULL
SE,"solar thermal",2016,11.178
SI,"solar thermal",2016,10.494
SK,"solar thermal",2016,4.681
TR,"solar thermal",2016,539.004
XK,"solar thermal",2016,0.096
AL,"heat pumps",2016,NULL
AT,"heat pumps",2016,144.797
BA,"heat pumps",2016,NULL
BE,"heat pumps",2016,53.707
BG,"heat pumps",2016,NULL
CY,"heat pumps",2016,1.552
CZ,"heat pumps",2016,100.439
DE,"heat pumps",2016,913.156
DK,"heat pumps",2016,148.098
EE,"heat pumps",2016,NULL
EL,"heat pumps",2016,NULL
ES,"heat pumps",2016,107.194
FI,"heat pumps",2016,NULL
FR,"heat pumps",2016,2054.456
GE,"heat pumps",2016,NULL
HR,"heat pumps",2016,15.707
HU,"heat pumps",2016,NULL
IE,"heat pumps",2016,20.009
IS,"heat pumps",2016,NULL
IT,"heat pumps",2016,NULL
LT,"heat pumps",2016,NULL
LU,"heat pumps",2016,1.93
LV,"heat pumps",2016,NULL
MD,"heat pumps",2016,NULL
ME,"heat pumps",2016,NULL
MK,"heat pumps",2016,NULL
MT,"heat pumps",2016,NULL
NL,"heat pumps",2016,48.557
NO,"heat pumps",2016,426.614
PL,"heat pumps",2016,141.871
PT,"heat pumps",2016,214.588
RO,"heat pumps",2016,NULL
RS,"heat pumps",2016,NULL
SE,"heat pumps",2016,NULL
SI,"heat pumps",2016,34.198
SK,"heat pumps",2016,NULL
TR,"heat pumps",2016,NULL
XK,"heat pumps",2016,NULL
AL,TOTAL,2016,496.35
AT,TOTAL,2016,6919.098
BA,TOTAL,2016,1139.361
BE,TOTAL,2016,8255.911
BG,TOTAL,2016,2252.111
CY,TOTAL,2016,333.642
CZ,TOTAL,2016,7090.172
DE,TOTAL,2016,56963.58
DK,TOTAL,2016,4601.363
EE,TOTAL,2016,930.578
EL,TOTAL,2016,4337.452
ES,TOTAL,2016,14331.695
FI,TOTAL,2016,5342.235
FR,TOTAL,2016,43102.268
GE,TOTAL,2016,1266.269
HR,TOTAL,2016,2409.158
HU,TOTAL,2016,6156.505
IE,TOTAL,2016,2918.087
IS,TOTAL,2016,423.296
IT,TOTAL,2016,32185.101
LT,TOTAL,2016,1433.211
LU,TOTAL,2016,525.178
LV,TOTAL,2016,1143.483
MD,TOTAL,2016,1233.669
ME,TOTAL,2016,264.617
MK,TOTAL,2016,491.613
MT,TOTAL,2016,77.575
NL,TOTAL,2016,9812.913
NO,TOTAL,2016,4485.674
PL,TOTAL,2016,19886.302
PT,TOTAL,2016,2819.484
RO,TOTAL,2016,7414.92
RS,TOTAL,2016,2924.237
SE,TOTAL,2016,7659.147
SI,TOTAL,2016,1196.324
SK,TOTAL,2016,2688.692
TR,TOTAL,2016,20710.961
XK,TOTAL,2016,549.413
AL,coal,2017,NULL
AT,coal,2017,22.476
BA,coal,2017,104.375
BE,coal,2017,70.273
BG,coal,2017,158.671
CY,coal,2017,NULL
CZ,coal,2017,837.64
DE,coal,2017,500.376
DK,coal,2017,NULL
EE,coal,2017,2.102
EL,coal,2017,4.424
ES,coal,2017,79.322
FI,coal,2017,NULL
FR,coal,2017,35.595
GE,coal,2017,0.538
HR,coal,2017,3.635
HU,coal,2017,141.646
IE,coal,2017,177.825
IS,coal,2017,NULL
IT,coal,2017,NULL
LT,coal,2017,41.801
LU,coal,2017,0.381
LV,coal,2017,9.79
MD,coal,2017,52.604
ME,coal,2017,2.317
MK,coal,2017,0.974
MT,coal,2017,NULL
NL,coal,2017,1.126
NO,coal,2017,NULL
PL,coal,2017,6554.038
PT,coal,2017,NULL
RO,coal,2017,34.313
RS,coal,2017,228.558
SE,coal,2017,NULL
SI,coal,2017,0.112
SK,coal,2017,34.595
TR,coal,2017,3251.067
XK,coal,2017,10.145
