geo,siec,year,value
FR,electricity,2019,13733.627
GE,electricity,2019,211.608
HR,electricity,2019,533.611
HU,electricity,2019,998.968
IE,electricity,2019,696.991
IS,electricity,2019,71.059
IT,electricity,2019,5639.553
LT,electricity,2019,250.447
LU,electricity,2019,78.192
LV,electricity,2019,141.821
MD,electricity,2019,143.68
ME,electricity,2019,110.954
MK,electricity,2019,261.358
MT,electricity,2019,73.532
NL,electricity,2019,1856.737
NO,electricity,2019,3440.037
PL,electricity,2019,2527.367
PT,electricity,2019,1137.004
RO,electricity,2019,1116.448
RS,electricity,2019,1147.048
SE,electricity,2019,3771.195
SI,electricity,2019,293.969
SK,electricity,2019,468.874
TR,electricity,2019,4831.824
XK,electricity,2019,217.366
AL,"natural gas",2019,NULL
AT,"natural gas",2019,1426.372
BA,"natural gas",2019,38.758
BE,"natural gas",2019,3308.226
BG,"natural gas",2019,78.685
CY,"natural gas",2019,NULL
CZ,"natural gas",2019,1795.387
DE,"natural gas",2019,22379.522
DK,"natural gas",2019,613.079
EE,"natural gas",2019,57.781
EL,"natural gas",2019,384.376
ES,"natural gas",2019,3457.094
FI,"natural gas",2019,26.658
FR,"natural gas",2019,11221.38
GE,"natural gas",2019,830.68
HR,"natural gas",2019,459.103
HU,"natural gas",2019,2792.906
IE,"natural gas",2019,590.159
IS,"natural gas",2019,NULL
IT,"natural gas",2019,16126.645
LT,"natural gas",2019,160.859
LU,"natural gas",2019,246.392
LV,"natural gas",2019,110.732
MD,"natural gas",2019,259.392
ME,"natural gas",2019,NULL
MK,"natural gas",2019,0.193
MT,"natural gas",2019,NULL
NL,"natural gas",2019,6605.151
NO,"natural gas",2019,1.554
PL,"natural gas",2019,3638.773
PT,"natural gas",2019,285.267
RO,"natural gas",2019,2530.106
RS,"natural gas",2019,203.179
SE,"natural gas",2019,19.903
SI,"natural gas",2019,105.76
SK,"natural gas",2019,1120.001
TR,"natural gas",2019,11852.253
XK,"natural gas",2019,NULL
AL,"district heating",2019,NULL
AT,"district heating",2019,766.565
BA,"district heating",2019,93.174
BE,"district heating",2019,13.184
BG,"district heating",2019,307.569
CY,"district heating",2019,NULL
CZ,"district heating",2019,971.232
DE,"district heating",2019,3967.183
DK,"district heating",2019,1639.458
EE,"district heating",2019,326.741
EL,"district heating",2019,38.523
ES,"district heating",2019,NULL
FI,"district heating",2019,1592.147
FR,"district heating",2019,1259.566
GE,"district heating",2019,NULL
HR,"district heating",2019,109.625
HU,"district heating",2019,455.001
IE,"district heating",2019,NULL
IS,"district heating",2019,368.388
IT,"district heating",2019,887.883
LT,"district heating",2019,445.663
LU,"district heating",2019,NULL
LV,"district heating",2019,367.299
MD,"district heating",2019,108.723
ME,"district heating",2019,NULL
MK,"district heating",2019,31.505
MT,"district heating",2019,NULL
NL,"district heating",2019,288.567
NO,"district heating",2019,133.138
PL,"district heating",2019,3630.458
PT,"district heating",2019,0.86
RO,"district heating",2019,704.239
RS,"district heating",2019,376.463
SE,"district heating",2019,2567.235
SI,"district heating",2019,73.896
SK,"district heating",2019,403.96
TR,"district heating",2019,NULL
XK,"district heating",2019,9.583
AL,"heating oil",2019,109.61
AT,"heating oil",2019,30.086
BA,"heating oil",2019,4.492
BE,"heating oil",2019,127.448
BG,"heating oil",2019,19.474
CY,"heating oil",2019,36.317
CZ,"heating oil",2019,44.984
DE,"heating oil",2019,787.036
DK,"heating oil",2019,20.157
EE,"heating oil",2019,7.249
EL,"heating oil",2019,80.335
ES,"heating oil",2019,900.404
FI,"heating oil",2019,4.423
FR,"heating oil",2019,819.181
GE,"heating oil",2019,10.547
HR,"heating oil",2019,48.718
HU,"heating oil",2019,73.836
IE,"heating oil",2019,50.02
IS,"heating oil",2019,1.867
IT,"heating oil",2019,1118.323
LT,"heating oil",2019,38.136
LU,"heating oil",2019,0.675
LV,"heating oil",2019,14.842
MD,"heating oil",2019,57.541
ME,"heating oil",2019,1.792
MK,"heating oil",2019,4.864
MT,"heating oil",2019,13.077
NL,"heating oil",2019,23.213
NO,"heating oil",2019,4.524
PL,"heating oil",2019,582.306
PT,"heating oil",2019,359.337
RO,"heating oil",2019,286.057
RS,"heating oil",2019,47.363
SE,"heating oil",2019,4.11
SI,"heating oil",2019,27.268
SK,"heating oil",2019,6.592
TR,"heating oil",2019,205.613
XK,"heating oil",2019,6.421
AL,"other petroleum products",2019,NULL
AT,"other petroleum products",2019,NULL
BA,"other petroleum products",2019,NULL
BE,"other petroleum products",2019,27.833
BG,"other petroleum products",2019,NULL
CY,"other petroleum products",2019,13.135
CZ,"other petroleum products",2019,NULL
DE,"other petroleum products",2019,6.134
DK,"other petroleum products",2019,3.762
EE,"other petroleum products",2019,NULL
EL,"other petroleum products",2019,2.779
ES,"other petroleum products",2019,NULL
FI,"other petroleum products",2019,NULL
FR,"other petroleum products",2019,177.309
GE,"other petroleum products",2019,NULL
HR,"other petroleum products",2019,NULL
HU,"other petroleum products",2019,NULL
IE,"other petroleum products",2019,851.167
IS,"other petroleum products",2019,NULL
IT,"other petroleum products",2019,2.054
LT,"other petroleum products",2019,NULL
LU,"other petroleum products",2019,0.677
LV,"other petroleum products",2019,NULL
MD,"other petroleum products",2019,NULL
ME,"other petroleum products",2019,NULL
MK,"other petroleum products",2019,NULL
MT,"other petroleum products",2019,NULL
NL,"other petroleum products",2019,5.616
NO,"other petroleum products",2019,0.58
PL,"other petroleum products",2019,NULL
PT,"other petroleum products",2019,0.103
RO,"other petroleum products",2019,NULL
RS,"other petroleum products",2019,NULL
SE,"other petroleum products",2019,NULL
SI,"other petroleum products",2019,NULL
SK,"other petroleum products",2019,NULL
TR,"other petroleum products",2019,9.415
XK,"other petroleum products",2019,NULL
AL,"domestic heating oil",2019,NULL
AT,"domestic heating oil",2019,889.59
BA,"domestic heating oil",2019,9.429
BE,"domestic heating oil",2019,1778.052
BG,"domestic heating oil",2019,0.299
CY,"domestic heating oil",2019,61.847
CZ,"domestic heating oil",2019,NULL
DE,"domestic heating oil",2019,10974.745
DK,"domestic heating oil",2019,160.838
EE,"domestic heating oil",2019,2.021
EL,"domestic heating oil",2019,1070.339
ES,"domestic heating oil",2019,1492.285
FI,"domestic heating oil",2019,252.528
FR,"domestic heating oil",2019,4198.576
GE,"domestic heating oil",2019,NULL
HR,"domestic heating oil",2019,51.822
HU,"domestic heating oil",2019,NULL
IE,"domestic heating oil",2019,246.357
IS,"domestic heating oil",2019,0.678
IT,"domestic heating oil",2019,855.293
LT,"domestic heating oil",2019,21.293
LU,"domestic heating oil",2019,115.405
LV,"domestic heating oil",2019,32.881
MD,"domestic heating oil",2019,NULL
ME,"domestic heating oil",2019,NULL
MK,"domestic heating oil",2019,4.131
MT,"domestic heating oil",2019,0.041
NL,"domestic heating oil",2019,7.275
NO,"domestic heating oil",2019,9.016
PL,"domestic heating oil",2019,66.757
PT,"domestic heating oil",2019,48.182
RO,"domestic heating oil",2019,NULL
RS,"domestic heating oil",2019,NULL
SE,"domestic heating oil",2019,75.228
SI,"domestic heating oil",2019,97.828
SK,"domestic heating oil",2019,NULL
TR,"domestic heating oil",2019,NULL
XK,"domestic heating oil",2019,4.657
AL,renewables/biomass,2019,119
AT,renewables/biomass,2019,1676.516
BA,renewables/biomass,2019,1067.999
BE,renewables/biomass,2019,555.188
BG,renewables/biomass,2019,710.563
CY,renewables/biomass,2019,15.454
CZ,renewables/biomass,2019,2016.811
DE,renewables/biomass,2019,5971.959
DK,renewables/biomass,2019,843.962
EE,renewables/biomass,2019,378.38
EL,renewables/biomass,2019,634.434
ES,renewables/biomass,2019,1823.756
FI,renewables/biomass,2019,1229.961
FR,renewables/biomass,2019,6416.083
GE,renewables/biomass,2019,241.168
HR,renewables/biomass,2019,999.174
HU,renewables/biomass,2019,1263.184
IE,renewables/biomass,2019,25.46
IS,renewables/biomass,2019,NULL
IT,renewables/biomass,2019,6195.413
LT,renewables/biomass,2019,461.379
LU,renewables/biomass,2019,15.444
LV,renewables/biomass,2019,508.407
MD,renewables/biomass,2019,606.716
ME,renewables/biomass,2019,128.332
MK,renewables/biomass,2019,189.606
MT,renewables/biomass,2019,1.674
NL,renewables/biomass,2019,382.414
NO,renewables/biomass,2019,404.899
PL,renewables/biomass,2019,5248.024
PT,renewables/biomass,2019,753.565
RO,renewables/biomass,2019,3042.954
RS,renewables/biomass,2019,871.155
SE,renewables/biomass,2019,763.28
SI,renewables/biomass,2019,426.61
SK,renewables/biomass,2019,574.186
TR,renewables/biomass,2019,1503
XK,renewables/biomass,2019,345.478
AL,"solar thermal",2019,7.8
AT,"solar thermal",2019,112.768
BA,"solar thermal",2019,NULL
BE,"solar thermal",2019,24.348
BG,"solar thermal",2019,10.953
CY,"solar thermal",2019,61.829
CZ,"solar thermal",2019,14.324
DE,"solar thermal",2019,697.693
DK,"solar thermal",2019,12.404
EE,"solar thermal",2019,NULL
EL,"solar thermal",2019,273.837
ES,"solar thermal",2019,254.153
FI,"solar thermal",2019,2.173
FR,"solar thermal",2019,198.256
GE,"solar thermal",2019,0.088
HR,"solar thermal",2019,10.815
HU,"solar thermal",2019,13.113
IE,"solar thermal",2019,13.527
IS,"solar thermal",2019,NULL
IT,"solar thermal",2019,168.68
LT,"solar thermal",2019,NULL
LU,"solar thermal",2019,2.308
LV,"solar thermal",2019,NULL
MD,"solar thermal",2019,NULL
ME,"solar thermal",2019,NULL
MK,"solar thermal",2019,NULL
MT,"solar thermal",2019,5.068
NL,"solar thermal",2019,22.547
NO,"solar thermal",2019,NULL
PL,"solar thermal",2019,66.01
PT,"solar thermal",2019,57.798
RO,"solar thermal",2019,NULL
RS,"solar thermal",2019,NULL
SE,"solar thermal",2019,10.653
SI,"solar thermal",2019,10.599
SK,"solar thermal",2019,6.831
TR,"solar thermal",2019,537
XK,"solar thermal",2019,0.104
AL,"heat pumps",2019,NULL
AT,"heat pumps",2019,172.505
BA,"heat pumps",2019,NULL
BE,"heat pumps",2019,90.969
BG,"heat pumps",2019,NULL
CY,"heat pumps",2019,12.83
CZ,"heat pumps",2019,162.211
DE,"heat pumps",2019,1147.941
DK,"heat pumps",2019,197.283
EE,"heat pumps",2019,NULL
EL,"heat pumps",2019,72.346
ES,"heat pumps",2019,162.206
FI,"heat pumps",2019,535.707
FR,"heat pumps",2019,2636.288
GE,"heat pumps",2019,NULL
HR,"heat pumps",2019,14.417
HU,"heat pumps",2019,9.291
IE,"heat pumps",2019,24.745
IS,"heat pumps",2019,NULL
IT,"heat pumps",2019,96.127
LT,"heat pumps",2019,23.335
LU,"heat pumps",2019,3.854
LV,"heat pumps",2019,NULL
MD,"heat pumps",2019,NULL
ME,"heat pumps",2019,NULL
MK,"heat pumps",2019,NULL
MT,"heat pumps",2019,8.136
NL,"heat pumps",2019,107.965
NO,"heat pumps",2019,501.414
PL,"heat pumps",2019,236.601
PT,"heat pumps",2019,241.847
RO,"heat pumps",2019,NULL
RS,"heat pumps",2019,NULL
SE,"heat pumps",2019,NULL
SI,"heat pumps",2019,40.855
SK,"heat pumps",2019,28.057
TR,"heat pumps",2019,NULL
XK,"heat pumps",2019,NULL
AL,TOTAL,2019,504.986
AT,TOTAL,2019,6687.86
BA,TOTAL,2019,1686.605
BE,TOTAL,2019,7503.961
BG,TOTAL,2019,2162.252
CY,TOTAL,2019,359.703
CZ,TOTAL,2019,6963.387
DE,TOTAL,2019,57743.03
DK,TOTAL,2019,4389.392
EE,TOTAL,2019,951.351
EL,TOTAL,2019,4099.875
ES,TOTAL,2019,14445.322
FI,TOTAL,2019,5631.035
FR,TOTAL,2019,40771.075
GE,TOTAL,2019,1300.65
HR,TOTAL,2019,2238.586
HU,TOTAL,2019,5676.869
IE,TOTAL,2019,2868.37
IS,TOTAL,2019,454.055
IT,TOTAL,2019,31138.335
LT,TOTAL,2019,1447.177
LU,TOTAL,2019,463.194
LV,TOTAL,2019,1187.967
MD,TOTAL,2019,1236.74
ME,TOTAL,2019,243.959
MK,TOTAL,2019,492.266
MT,TOTAL,2019,101.528
NL,TOTAL,2019,9330.173
NO,TOTAL,2019,4499.666
PL,TOTAL,2019,20993.899
PT,TOTAL,2019,2891.348
RO,TOTAL,2019,7753.283
RS,TOTAL,2019,2854.671
SE,TOTAL,2019,7363.914
SI,TOTAL,2019,1076.85
SK,TOTAL,2019,2637.679
TR,TOTAL,2019,23666.094
XK,TOTAL,2019,586.881
AL,coal,2020,NULL
AT,coal,2020,13.573
BA,coal,2020,58.407
BE,coal,2020,32.974
BG,coal,2020,99.401
CY,coal,2020,NULL
CZ,coal,2020,634.435
DE,coal,2020,315.706
DK,coal,2020,NULL
EE,coal,2020,0.959
EL,coal,2020,3.071
ES,coal,2020,46.408
FI,coal,2020,NULL
FR,coal,2020,20.759
GE,coal,2020,0.062
HR,coal,2020,2.392
HU,coal,2020,56.342
IE,coal,2020,173.281
IS,coal,2020,NULL
IT,coal,2020,NULL
LT,coal,2020,24.659
LU,coal,2020,0.23
LV,coal,2020,1.305
MD,coal,2020,42.19
ME,coal,2020,2.043
MK,coal,2020,0.587
MT,coal,2020,NULL
NL,coal,2020,0.345
NO,coal,2020,NULL
PL,coal,2020,5200.131
PT,coal,2020,NULL
RO,coal,2020,44.891
RS,coal,2020,248.815
SE,coal,2020,NULL
SI,coal,2020,0.061
SK,coal,2020,53.782
TR,coal,2020,4060.888
XK,coal,2020,2.842
AL,electricity,2020,298.287
AT,electricity,2020,1757.162
BA,electricity,2020,412.296
BE,electricity,2020,1505.537
BG,electricity,2020,976.456
CY,electricity,2020,155.274
CZ,electricity,2020,1373.386
DE,electricity,2020,10956.664
DK,electricity,2020,887.07
EE,electricity,2020,171.797
EL,electricity,2020,1503.543
ES,electricity,2020,6296.131
FI,electricity,2020,1895.099
FR,electricity,2020,13886.374
GE,electricity,2020,220.55
HR,electricity,2020,522.519
HU,electricity,2020,1055.46
IE,electricity,2020,746.591
IS,electricity,2020,74.788
IT,electricity,2020,5693.177
LT,electricity,2020,261.754
LU,electricity,2020,81.67
LV,electricity,2020,150.56
MD,electricity,2020,148.753
ME,electricity,2020,106.715
MK,electricity,2020,274.386
MT,electricity,2020,76.416
NL,electricity,2020,1888.682
NO,electricity,2020,3429.407
PL,electricity,2020,2580.053
PT,electricity,2020,1174.204
RO,electricity,2020,1171.091
RS,electricity,2020,1179.547
SE,electricity,2020,3660.619
SI,electricity,2020,312.477
SK,electricity,2020,505.073
TR,electricity,2020,5218.698
XK,electricity,2020,238.839
AL,"natural gas",2020,NULL
AT,"natural gas",2020,1439.275
BA,"natural gas",2020,40.606
BE,"natural gas",2020,3124.269
BG,"natural gas",2020,96.069
CY,"natural gas",2020,NULL
CZ,"natural gas",2020,1855.994
DE,"natural gas",2020,21745.669
DK,"natural gas",2020,589.666
EE,"natural gas",2020,56.208
EL,"natural gas",2020,441.991
ES,"natural gas",2020,3474.386
FI,"natural gas",2020,23.949
FR,"natural gas",2020,10994.467
GE,"natural gas",2020,944.932
HR,"natural gas",2020,485.657
HU,"natural gas",2020,3026.655
IE,"natural gas",2020,588.564
IS,"natural gas",2020,NULL
IT,"natural gas",2020,15932.597
LT,"natural gas",2020,174.375
LU,"natural gas",2020,258.198
LV,"natural gas",2020,109.571
MD,"natural gas",2020,288.306
ME,"natural gas",2020,NULL
MK,"natural gas",2020,0.248
MT,"natural gas",2020,NULL
NL,"natural gas",2020,6323.064
NO,"natural gas",2020,1.566
PL,"natural gas",2020,3841.427
PT,"natural gas",2020,295.747
RO,"natural gas",2020,2745.97
RS,"natural gas",2020,241.254
SE,"natural gas",2020,19.017
SI,"natural gas",2020,105.605
SK,"natural gas",2020,1143.392
TR,"natural gas",2020,12840.934
XK,"natural gas",2020,NULL
AL,"district heating",2020,NULL
AT,"district heating",2020,835.362
BA,"district heating",2020,98.094
BE,"district heating",2020,14.004
BG,"district heating",2020,329.942
CY,"district heating",2020,NULL
CZ,"district heating",2020,975.977
DE,"district heating",2020,3863.762
DK,"district heating",2020,1588.093
EE,"district heating",2020,312.888
EL,"district heating",2020,39.944
ES,"district heating",2020,NULL
FI,"district heating",2020,1460.184
FR,"district heating",2020,1206.728
GE,"district heating",2020,NULL
HR,"district heating",2020,113.958
HU,"district heating",2020,470.096
IE,"district heating",2020,NULL
IS,"district heating",2020,393.68
IT,"district heating",2020,869.621
LT,"district heating",2020,420.321
LU,"district heating",2020,NULL
LV,"district heating",2020,346.889
MD,"district heating",2020,109.176
ME,"district heating",2020,NULL
MK,"district heating",2020,36.389
MT,"district heating",2020,NULL
NL,"district heating",2020,281.368
NO,"district heating",2020,126.101
PL,"district heating",2020,3636.906
PT,"district heating",2020,0.86
RO,"district heating",2020,711.585
RS,"district heating",2020,436.319
SE,"district heating",2020,2404.987
SI,"district heating",2020,75.065
SK,"district heating",2020,409.573
TR,"district heating",2020,NULL
XK,"district heating",2020,11.327
AL,"heating oil",2020,113.136
AT,"heating oil",2020,30.726
BA,"heating oil",2020,6.568
BE,"heating oil",2020,144.155
BG,"heating oil",2020,19.986
CY,"heating oil",2020,35.369
CZ,"heating oil",2020,48.123
DE,"heating oil",2020,870.369
DK,"heating oil",2020,19.587
EE,"heating oil",2020,4.347
EL,"heating oil",2020,81.446
ES,"heating oil",2020,841.657
FI,"heating oil",2020,5.529
FR,"heating oil",2020,793.451
GE,"heating oil",2020,9.668
HR,"heating oil",2020,45.806
HU,"heating oil",2020,79.347
IE,"heating oil",2020,55.286
IS,"heating oil",2020,1.227
IT,"heating oil",2020,1100.62
LT,"heating oil",2020,31.935
LU,"heating oil",2020,0.485
LV,"heating oil",2020,15.669
MD,"heating oil",2020,54.791
ME,"heating oil",2020,1.904
MK,"heating oil",2020,4.63
MT,"heating oil",2020,13.889
NL,"heating oil",2020,23.213
NO,"heating oil",2020,5.129
PL,"heating oil",2020,549.346
PT,"heating oil",2020,396.509
RO,"heating oil",2020,250.228
RS,"heating oil",2020,26.077
SE,"heating oil",2020,4.11
SI,"heating oil",2020,26.11
SK,"heating oil",2020,6.592
TR,"heating oil",2020,446.363
XK,"heating oil",2020,6.572
AL,"other petroleum products",2020,NULL
AT,"other petroleum products",2020,NULL
BA,"other petroleum products",2020,NULL
BE,"other petroleum products",2020,27.2
BG,"other petroleum products",2020,NULL
CY,"other petroleum products",2020,13.383
CZ,"other petroleum products",2020,NULL
DE,"other petroleum products",2020,6.134
DK,"other petroleum products",2020,0.759
EE,"other petroleum products",2020,NULL
EL,"other petroleum products",2020,2.539
ES,"other petroleum products",2020,NULL
FI,"other petroleum products",2020,NULL
FR,"other petroleum products",2020,160.897
GE,"other petroleum products",2020,NULL
HR,"other petroleum products",2020,NULL
HU,"other petroleum products",2020,NULL
IE,"other petroleum products",2020,1017.243
IS,"other petroleum products",2020,NULL
IT,"other petroleum products",2020,2.054
LT,"other petroleum products",2020,NULL
LU,"other petroleum products",2020,0.534
LV,"other petroleum products",2020,NULL
MD,"other petroleum products",2020,NULL
ME,"other petroleum products",2020,NULL
MK,"other petroleum products",2020,NULL
MT,"other petroleum products",2020,NULL
NL,"other petroleum products",2020,5.49
NO,"other petroleum products",2020,NULL
PL,"other petroleum products",2020,NULL
PT,"other petroleum products",2020,0.046
RO,"other petroleum products",2020,NULL
RS,"other petroleum products",2020,NULL
SE,"other petroleum products",2020,NULL
SI,"other petroleum products",2020,NULL
SK,"other petroleum products",2020,NULL
TR,"other petroleum products",2020,8.859
XK,"other petroleum products",2020,NULL
AL,"domestic heating oil",2020,NULL
AT,"domestic heating oil",2020,915.061
BA,"domestic heating oil",2020,24.53
BE,"domestic heating oil",2020,2039.388
BG,"domestic heating oil",2020,1.132
CY,"domestic heating oil",2020,61.062
CZ,"domestic heating oil",2020,NULL
DE,"domestic heating oil",2020,12054.941
DK,"domestic heating oil",2020,140.091
EE,"domestic heating oil",2020,2.021
EL,"domestic heating oil",2020,1200.74
ES,"domestic heating oil",2020,1611.422
FI,"domestic heating oil",2020,219.694
FR,"domestic heating oil",2020,4081.012
GE,"domestic heating oil",2020,NULL
HR,"domestic heating oil",2020,59.37
HU,"domestic heating oil",2020,NULL
IE,"domestic heating oil",2020,262.688
IS,"domestic heating oil",2020,0.672
IT,"domestic heating oil",2020,768.589
LT,"domestic heating oil",2020,22.035
LU,"domestic heating oil",2020,134.579
LV,"domestic heating oil",2020,32.475
MD,"domestic heating oil",2020,NULL
ME,"domestic heating oil",2020,NULL
MK,"domestic heating oil",2020,3.933
MT,"domestic heating oil",2020,0.026
NL,"domestic heating oil",2020,7.264
NO,"domestic heating oil",2020,0.176
PL,"domestic heating oil",2020,67.784
PT,"domestic heating oil",2020,53.203
RO,"domestic heating oil",2020,NULL
RS,"domestic heating oil",2020,NULL
SE,"domestic heating oil",2020,91.397
SI,"domestic heating oil",2020,106.699
SK,"domestic heating oil",2020,NULL
TR,"domestic heating oil",2020,NULL
XK,"domestic heating oil",2020,4.758
AL,renewables/biomass,2020,119.065
AT,renewables/biomass,2020,1684.075
BA,renewables/biomass,2020,1154.056
BE,renewables/biomass,2020,507.089
BG,renewables/biomass,2020,847.749
CY,renewables/biomass,2020,15.374
CZ,renewables/biomass,2020,2058.426
DE,renewables/biomass,2020,5629.55
DK,renewables/biomass,2020,793.662
EE,renewables/biomass,2020,396.484
EL,renewables/biomass,2020,599.051
ES,renewables/biomass,2020,1826.813
FI,renewables/biomass,2020,1131.079
FR,renewables/biomass,2020,5818.975
GE,renewables/biomass,2020,226.539
HR,renewables/biomass,2020,1014.409
HU,renewables/biomass,2020,1266.098
IE,renewables/biomass,2020,26
IS,renewables/biomass,2020,NULL
IT,renewables/biomass,2020,5955.436
LT,renewables/biomass,2020,460.256
LU,renewables/biomass,2020,15.3
LV,renewables/biomass,2020,451.495
MD,renewables/biomass,2020,559.568
ME,renewables/biomass,2020,131.771
MK,renewables/biomass,2020,188.387
MT,renewables/biomass,2020,1.442
NL,renewables/biomass,2020,379.721
NO,renewables/biomass,2020,441.932
PL,renewables/biomass,2020,4854.025
PT,renewables/biomass,2020,764.684
RO,renewables/biomass,2020,3060.725
RS,renewables/biomass,2020,1356.045
SE,renewables/biomass,2020,860.275
SI,renewables/biomass,2020,410.849
SK,renewables/biomass,2020,581.112
TR,renewables/biomass,2020,1584
XK,renewables/biomass,2020,343.745
AL,"solar thermal",2020,7.801
AT,"solar thermal",2020,121.587
BA,"solar thermal",2020,NULL
BE,"solar thermal",2020,25.222
BG,"solar thermal",2020,11.51
CY,"solar thermal",2020,62.874
CZ,"solar thermal",2020,14.713
DE,"solar thermal",2020,732.134
DK,"solar thermal",2020,12.404
EE,"solar thermal",2020,NULL
EL,"solar thermal",2020,280.799
ES,"solar thermal",2020,267.325
FI,"solar thermal",2020,2.388
FR,"solar thermal",2020,207.175
GE,"solar thermal",2020,0.088
HR,"solar thermal",2020,11.441
HU,"solar thermal",2020,14.713
IE,"solar thermal",2020,13.901
IS,"solar thermal",2020,NULL
IT,"solar thermal",2020,180.184
LT,"solar thermal",2020,NULL
LU,"solar thermal",2020,2.392
LV,"solar thermal",2020,NULL
MD,"solar thermal",2020,NULL
ME,"solar thermal",2020,NULL
MK,"solar thermal",2020,NULL
MT,"solar thermal",2020,5.115
NL,"solar thermal",2020,22.475
NO,"solar thermal",2020,NULL
PL,"solar thermal",2020,74.535
PT,"solar thermal",2020,60.415
RO,"solar thermal",2020,NULL
RS,"solar thermal",2020,NULL
SE,"solar thermal",2020,10.414
SI,"solar thermal",2020,9.479
SK,"solar thermal",2020,7.237
TR,"solar thermal",2020,548
XK,"solar thermal",2020,0.103
AL,"heat pumps",2020,NULL
AT,"heat pumps",2020,229.928
BA,"heat pumps",2020,NULL
BE,"heat pumps",2020,105.379
BG,"heat pumps",2020,NULL
CY,"heat pumps",2020,13.061
CZ,"heat pumps",2020,186.999
DE,"heat pumps",2020,1254.06
DK,"heat pumps",2020,227.291
EE,"heat pumps",2020,NULL
EL,"heat pumps",2020,83.405
ES,"heat pumps",2020,178.294
FI,"heat pumps",2020,499.618
FR,"heat pumps",2020,2711.235
GE,"heat pumps",2020,NULL
HR,"heat pumps",2020,14.622
HU,"heat pumps",2020,11.775
IE,"heat pumps",2020,28.972
IS,"heat pumps",2020,NULL
IT,"heat pumps",2020,95.314
LT,"heat pumps",2020,27.754
LU,"heat pumps",2020,4.349
LV,"heat pumps",2020,NULL
MD,"heat pumps",2020,NULL
ME,"heat pumps",2020,NULL
MK,"heat pumps",2020,NULL
MT,"heat pumps",2020,9.046
NL,"heat pumps",2020,149.648
NO,"heat pumps",2020,518.781
PL,"heat pumps",2020,277.91
PT,"heat pumps",2020,255.111
RO,"heat pumps",2020,NULL
RS,"heat pumps",2020,NULL
SE,"heat pumps",2020,NULL
SI,"heat pumps",2020,44.987
SK,"heat pumps",2020,37.119
TR,"heat pumps",2020,NULL
XK,"heat pumps",2020,NULL
AL,TOTAL,2020,538.642
AT,TOTAL,2020,7033.251
BA,TOTAL,2020,1800.155
BE,TOTAL,2020,7581.389
BG,TOTAL,2020,2382.245
CY,TOTAL,2020,363.552
CZ,TOTAL,2020,7148.052
DE,TOTAL,2020,57979.779
DK,TOTAL,2020,4273.399
EE,TOTAL,2020,944.704
EL,TOTAL,2020,4277.83
ES,TOTAL,2020,14555.763
FI,TOTAL,2020,5284.813
FR,TOTAL,2020,39984.582
GE,TOTAL,2020,1408.174
HR,TOTAL,2020,2277.143
HU,TOTAL,2020,5980.487
IE,TOTAL,2020,3132.847
IS,TOTAL,2020,482.238
IT,TOTAL,2020,30655.992
LT,TOTAL,2020,1433.361
LU,TOTAL,2020,497.737
LV,TOTAL,2020,1115.366
MD,TOTAL,2020,1203.437
ME,TOTAL,2020,243.169
MK,TOTAL,2020,508.56
MT,TOTAL,2020,105.933
NL,TOTAL,2020,9110.154
NO,TOTAL,2020,4527.554
PL,TOTAL,2020,21101.347
PT,TOTAL,2020,3014.19
RO,TOTAL,2020,8007.426
RS,TOTAL,2020,3488.068
SE,TOTAL,2020,7182.148
SI,TOTAL,2020,1091.333
SK,TOTAL,2020,2744.571
TR,TOTAL,2020,26034.742
XK,TOTAL,2020,608.818
AL,coal,2021,NULL
AT,coal,2021,9.285
BA,coal,2021,60.607
BE,coal,2021,45.584
BG,coal,2021,139.648
CY,coal,2021,NULL
CZ,coal,2021,636.448
DE,coal,2021,348.113
DK,coal,2021,NULL
EE,coal,2021,0.596
EL,coal,2021,3.234
ES,coal,2021,1.275
FI,coal,2021,NULL
FR,coal,2021,26.206
GE,coal,2021,NULL
HR,coal,2021,1.761
HU,coal,2021,45.075
IE,coal,2021,155.488
IS,coal,2021,NULL
IT,coal,2021,NULL
LT,coal,2021,30.299
LU,coal,2021,0.214
LV,coal,2021,1.261
MD,coal,2021,44.124
ME,coal,2021,1.916
MK,coal,2021,0.184
MT,coal,2021,NULL
NL,coal,2021,0.379
NO,coal,2021,NULL
PL,coal,2021,4857.368
PT,coal,2021,NULL
RO,coal,2021,46.456
RS,coal,2021,147.967
SE,coal,2021,NULL
SI,coal,2021,0.031
SK,coal,2021,55.674
TR,coal,2021,3570.595
XK,coal,2021,2.853
AL,electricity,2021,301.346
AT,electricity,2021,1894.03
BA,electricity,2021,422.356
BE,electricity,2021,1510.499
BG,electricity,2021,1027.798
CY,electricity,2021,156.269
CZ,electricity,2021,1484.089
DE,electricity,2021,11306.965
DK,electricity,2021,939.659
EE,electricity,2021,191.66
EL,electricity,2021,1523.556
ES,electricity,2021,6289.682
FI,electricity,2021,2086.071
FR,electricity,2021,14575.679
GE,electricity,2021,227.085
HR,electricity,2021,567.016
HU,electricity,2021,1072.657
IE,electricity,2021,751.653
IS,electricity,2021,75.752
IT,electricity,2021,5771.254
LT,electricity,2021,293.216
LU,electricity,2021,80.873
LV,electricity,2021,154.427
MD,electricity,2021,156.922
ME,electricity,2021,114.91
MK,electricity,2021,285.194
