freq,nrg_bal,siec,unit,geo,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
A,FC_OTH_HH_E,O4630,KTOE,ES,1172.671,1095.849,1076.643,1110.535,1031.454,1073.254,900.404,841.657,895.978,1010.068,859.909,832.511
A,FC_OTH_HH_E,O4630,KTOE,EU27_2020,6155.021,5589.791,5473.606,5713.694,5545.739,5804.409,5523.604,5493.89,5581.821,5445.314,4819.401,5087.369
A,FC_OTH_HH_E,O4630,KTOE,FI,4.423,4.423,5.529,4.423,4.423,4.423,4.423,5.529,5.529,4.423,3.318,3.318
A,FC_OTH_HH_E,O4630,KTOE,FR,1073.051,922.017,929.442,922.015,919.777,873.313,819.181,793.451,898.278,727.565,618.706,649.468
A,FC_OTH_HH_E,O4630,KTOE,GE,15.382,17.579,19.776,17.579,15.052,18.887,10.547,9.668,8.148,5.613,5.492,5.215
A,FC_OTH_HH_E,O4630,KTOE,HR,60.477,52.638,53.758,54.877,52.078,47.486,48.718,45.806,45.918,41.998,35.614,40.766
A,FC_OTH_HH_E,O4630,KTOE,HU,84.193,72.967,72.967,59.536,74.938,76.04,73.836,79.347,73.836,66.122,63.827,58.351
A,FC_OTH_HH_E,O4630,KTOE,IE,40.039,35.967,36.511,48.276,47.764,53.842,50.02,55.286,47.77,45.353,49.456,50.307
A,FC_OTH_HH_E,O4630,KTOE,IS,1.123,1.123,2.245,1.083,1.549,1.77,1.867,1.227,1.179,1.122,1.101,1.148
A,FC_OTH_HH_E,O4630,KTOE,IT,1192.08,1080.013,1085.507,1118.468,1147.797,1116.09,1118.323,1100.62,1154.767,1071.128,1067.604,1058.669
A,FC_OTH_HH_E,O4630,KTOE,LT,38.805,35.479,31.689,33.874,36.201,34.967,38.136,31.935,26.795,30.985,52.537,43.362
A,FC_OTH_HH_E,O4630,KTOE,LU,0.386,0.499,0.474,0.463,0.358,0.456,0.675,0.485,0.233,0.251,0.147,0.246
A,FC_OTH_HH_E,O4630,KTOE,LV,21.754,23.929,18.491,18.491,18.961,16.217,14.842,15.669,16.437,17.512,28.389,29.328
A,FC_OTH_HH_E,O4630,KTOE,MD,63.818,63.818,66.019,69.314,62.713,62.713,57.541,54.791,53.394,51.38,50.093,51.6
A,FC_OTH_HH_E,O4630,KTOE,ME,0.0,1.12,1.12,1.12,1.232,1.68,1.792,1.904,2.016,1.904,1.456,1.232
A,FC_OTH_HH_E,O4630,KTOE,MK,7.838,6.702,6.707,7.655,7.648,7.165,4.864,4.63,4.756,3.698,3.536,3.395
A,FC_OTH_HH_E,O4630,KTOE,MT,15.382,14.283,16.48,14.283,16.169,12.419,13.077,13.889,12.772,12.154,11.147,10.634
A,FC_OTH_HH_E,O4630,KTOE,NL,30.226,23.749,23.214,23.214,23.214,23.214,23.213,23.213,23.214,23.213,23.212,23.214
A,FC_OTH_HH_E,O4630,KTOE,NO,8.809,8.809,1.101,1.101,5.505,6.606,4.524,5.129,4.934,3.979,6.878,3.977
A,FC_OTH_HH_E,O4630,KTOE,PL,516.385,510.891,510.891,516.385,527.372,549.346,582.306,549.346,521.878,508.694,473.085,428.49
A,FC_OTH_HH_E,O4630,KTOE,PT,452.661,409.812,379.048,374.654,380.824,364.246,359.337,396.509,343.532,311.294,297.635,297.375
A,FC_OTH_HH_E,O4630,KTOE,RO,204.648,209.247,239.139,242.589,272.089,277.257,286.057,250.228,256.789,265.419,243.257,263.924
A,FC_OTH_HH_E,O4630,KTOE,RS,70.06,39.55,61.02,65.54,47.644,37.714,47.363,26.077,30.625,35.281,34.882,27.764
A,FC_OTH_HH_E,O4630,KTOE,SE,4.578,6.647,4.101,4.429,4.311,4.11,4.11,4.11,4.11,4.11,4.11,4.11
A,FC_OTH_HH_E,O4630,KTOE,SI,29.697,24.197,32.997,31.897,31.688,28.385,27.268,26.11,29.436,26.685,24.909,21.999
A,FC_OTH_HH_E,O4630,KTOE,SK,8.79,4.395,4.395,8.79,8.79,7.691,6.592,6.592,8.79,7.691,6.592,4.395
A,FC_OTH_HH_E,O4630,KTOE,TR,942.413,905.305,272.398,232.622,229.337,211.942,205.613,446.363,429.911,377.562,384.789,355.373
A,FC_OTH_HH_E,O4630,KTOE,UA,40.652,31.862,14.283,115.363,54.935,75.81,27.467,33.29,,,,
A,FC_OTH_HH_E,O4630,KTOE,UK,329.292,233.838,224.789,235.255,228.314,239.781,270.157,,,,,
A,FC_OTH_HH_E,O4630,KTOE,XK,8.793,7.694,7.694,7.694,6.021,5.765,6.421,6.572,6.44,7.857,7.866,8.012
A,FC_OTH_HH_E,O4669,KTOE,AL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A,FC_OTH_HH_E,O4669,KTOE,AT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A,FC_OTH_HH_E,O4669,KTOE,BA,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A,FC_OTH_HH_E,O4669,KTOE,BE,40.465,27.114,31.838,30.606,31.53,31.53,27.833,27.2,35.15,32.012,30.338,26.467
A,FC_OTH_HH_E,O4669,KTOE,BG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A,FC_OTH_HH_E,O4669,KTOE,CY,12.554,9.415,14.646,14.646,14.908,9.728,13.135,13.383,11.984,12.278,8.417,7.816
A,FC_OTH_HH_E,O4669,KTOE,CZ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A,FC_OTH_HH_E,O4669,KTOE,DE,3.067,2.045,3.067,6.134,0.0,7.156,6.134,6.134,9.2,5.111,0.0,0.0
A,FC_OTH_HH_E,O4669,KTOE,DK,0.0,0.0,0.221,0.028,0.0,2.758,3.762,0.759,0.216,0.043,0.077,0.0
A,FC_OTH_HH_E,O4669,KTOE,EE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A,FC_OTH_HH_E,O4669,KTOE,EL,4.108,3.081,4.108,3.081,3.765,2.621,2.779,2.539,2.092,2.531,1.924,1.555
A,FC_OTH_HH_E,O4669,KTOE,ES,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.046,0.022,0.024,0.026
A,FC_OTH_HH_E,O4669,KTOE,EU27_2020,988.669,883.229,1024.268,1086.637,1045.036,1104.801,1090.569,1236.279,1131.479,971.991,906.05,987.117
A,FC_OTH_HH_E,O4669,KTOE,FI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A,FC_OTH_HH_E,O4669,KTOE,FR,187.379,141.7,161.117,176.132,185.229,169.284,177.309,160.897,176.706,176.956,122.869,146.46
A,FC_OTH_HH_E,O4669,KTOE,GE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A,FC_OTH_HH_E,O4669,KTOE,HR,1.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A,FC_OTH_HH_E,O4669,KTOE,HU,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A,FC_OTH_HH_E,O4669,KTOE,IE,724.919,687.105,800.232,846.434,800.995,873.307,851.167,1017.243,888.426,735.685,735.411,798.243
A,FC_OTH_HH_E,O4669,KTOE,IS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A,FC_OTH_HH_E,O4669,KTOE,IT,7.189,4.108,1.027,2.054,2.054,2.054,2.054,2.054,1.604,1.387,1.451,1.13
A,FC_OTH_HH_E,O4669,KTOE,LT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A,FC_OTH_HH_E,O4669,KTOE,LU,0.716,0.431,0.866,0.506,0.521,0.499,0.677,0.534,0.636,0.68,0.367,0.37
A,FC_OTH_HH_E,O4669,KTOE,LV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A,FC_OTH_HH_E,O4669,KTOE,MD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A,FC_OTH_HH_E,O4669,KTOE,ME,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A,FC_OTH_HH_E,O4669,KTOE,MK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A,FC_OTH_HH_E,O4669,KTOE,MT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A,FC_OTH_HH_E,O4669,KTOE,NL,6.177,6.177,6.12,5.99,5.864,5.739,5.616,5.49,5.383,5.268,5.157,5.049
A,FC_OTH_HH_E,O4669,KTOE,NO,40.148,28.824,25.736,25.736,10.294,9.265,0.58,0.0,0.0,0.0,0.0,0.0
A,FC_OTH_HH_E,O4669,KTOE,PL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A,FC_OTH_HH_E,O4669,KTOE,PT,1.045,0.0,0.0,0.0,0.17,0.125,0.103,0.046,0.036,0.018,0.015,0.001
A,FC_OTH_HH_E,O4669,KTOE,RO,0.0,2.053,1.026,1.026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A,FC_OTH_HH_E,O4669,KTOE,RS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A,FC_OTH_HH_E,O4669,KTOE,SE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A,FC_OTH_HH_E,O4669,KTOE,SI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A,FC_OTH_HH_E,O4669,KTOE,SK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A,FC_OTH_HH_E,O4669,KTOE,TR,58.584,35.569,45.295,15.764,15.674,8.369,9.415,8.859,2.112,1.786,1.55,1.023
A,FC_OTH_HH_E,O4669,KTOE,UA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
A,FC_OTH_HH_E,O4669,KTOE,UK,2228.286,2001.103,2015.351,2003.21,1950.058,1996.4,1979.517,,,,,
A,FC_OTH_HH_E,O4669,KTOE,XK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A,FC_OTH_HH_E,O4671XR5220B,KTOE,AL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A,FC_OTH_HH_E,O4671XR5220B,KTOE,AT,1089.508,953.79,994.496,988.64,995.642,884.572,889.59,915.061,958.144,816.749,660.589,543.772
A,FC_OTH_HH_E,O4671XR5220B,KTOE,BA,,76.508,70.388,75.488,34.684,21.32,9.429,24.53,21.213,20.381,18.06,18.102
A,FC_OTH_HH_E,O4671XR5220B,KTOE,BE,2659.702,2167.24,2565.076,2325.967,2325.459,2267.36,1778.052,2039.388,1912.857,1653.017,1604.951,1606.697
A,FC_OTH_HH_E,O4671XR5220B,KTOE,BG,0.0,1.01,0.0,0.0,0.79,0.12,0.299,1.132,0.473,1.055,0.166,0.056
A,FC_OTH_HH_E,O4671XR5220B,KTOE,CY,63.245,58.276,66.669,66.636,66.604,54.726,61.847,61.062,50.662,55.852,46.398,45.913
A,FC_OTH_HH_E,O4671XR5220B,KTOE,CZ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A,FC_OTH_HH_E,O4671XR5220B,KTOE,DE,13240.92,11526.642,11030.73,10666.381,10681.11,9298.447,10974.745,12054.941,6997.667,9842.099,9307.222,9053.334
A,FC_OTH_HH_E,O4671XR5220B,KTOE,DK,281.077,195.952,201.035,192.848,176.824,178.815,160.838,140.091,122.637,128.281,115.604,102.416
A,FC_OTH_HH_E,O4671XR5220B,KTOE,EE,4.041,4.041,4.041,3.031,2.021,2.021,2.021,2.021,1.01,1.01,1.01,0.0
A,FC_OTH_HH_E,O4671XR5220B,KTOE,EL,923.875,961.522,1380.725,1186.386,1161.137,952.232,1070.339,1200.74,1033.328,1165.827,786.141,802.478
A,FC_OTH_HH_E,O4671XR5220B,KTOE,ES,1558.016,1608.34,1941.101,1659.692,1621.692,1715.152,1492.285,1611.422,1564.975,1461.783,1409.775,1450.657
A,FC_OTH_HH_E,O4671XR5220B,KTOE,EU27_2020,28939.615,24660.373,25668.422,24401.984,23997.944,21931.35,22499.482,23932.673,18313.753,19565.88,17819.633,17394.624
A,FC_OTH_HH_E,O4671XR5220B,KTOE,FI,368.358,355.976,315.326,327.388,304.902,278.101,252.528,219.694,194.664,138.243,67.849,57.579
A,FC_OTH_HH_E,O4671XR5220B,KTOE,FR,6192.701,4784.375,4979.652,4930.735,4895.092,4390.682,4198.576,4081.012,3910.57,2945.24,2559.841,2562.436
A,FC_OTH_HH_E,O4671XR5220B,KTOE,GE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A,FC_OTH_HH_E,O4671XR5220B,KTOE,HR,85.689,69.368,86.709,85.689,85.077,72.02,51.822,59.37,43.151,57.228,53.862,53.964
A,FC_OTH_HH_E,O4671XR5220B,KTOE,HU,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A,FC_OTH_HH_E,O4671XR5220B,KTOE,IE,319.107,257.468,240.268,257.823,232.436,238.203,246.357,262.688,259.472,214.862,214.783,233.133
A,FC_OTH_HH_E,O4671XR5220B,KTOE,IS,1.027,2.054,1.027,0.922,2.165,0.877,0.678,0.672,0.647,0.533,0.423,0.449
A,FC_OTH_HH_E,O4671XR5220B,KTOE,IT,1505.876,1157.896,1287.117,1168.071,936.661,1081.585,855.293,768.589,721.713,604.096,526.575,407.614
A,FC_OTH_HH_E,O4671XR5220B,KTOE,LT,10.287,11.316,9.213,14.332,19.041,22.214,21.293,22.035,25.52,30.234,29.414,27.467
A,FC_OTH_HH_E,O4671XR5220B,KTOE,LU,179.356,152.646,174.761,174.995,155.978,145.545,115.405,134.579,133.299,128.426,133.946,120.79
A,FC_OTH_HH_E,O4671XR5220B,KTOE,LV,25.371,25.371,25.371,27.401,30.03,32.916,32.881,32.475,31.877,31.866,31.866,31.866
A,FC_OTH_HH_E,O4671XR5220B,KTOE,MD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A,FC_OTH_HH_E,O4671XR5220B,KTOE,ME,1.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A,FC_OTH_HH_E,O4671XR5220B,KTOE,MK,5.137,4.103,4.103,3.859,4.215,3.857,4.131,3.933,4.04,3.81,2.625,1.951
A,FC_OTH_HH_E,O4671XR5220B,KTOE,MT,1.027,1.027,1.027,0.0,0.23,0.056,0.041,0.026,0.027,0.031,0.024,0.023
A,FC_OTH_HH_E,O4671XR5220B,KTOE,NL,7.223,7.223,7.276,7.269,7.28,7.31,7.275,7.264,7.272,7.265,7.266,7.272
A,FC_OTH_HH_E,O4671XR5220B,KTOE,NO,89.729,66.791,62.314,69.431,56.412,36.174,9.016,0.176,0.086,0.0,0.0,0.0
A,FC_OTH_HH_E,O4671XR5220B,KTOE,PL,82.736,72.394,76.001,71.893,71.893,82.163,66.757,67.784,100.65,87.298,82.163,100.65
A,FC_OTH_HH_E,O4671XR5220B,KTOE,PT,61.622,58.541,54.433,55.46,47.629,56.593,48.182,53.203,50.111,42.986,36.091,37.997
A,FC_OTH_HH_E,O4671XR5220B,KTOE,RO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A,FC_OTH_HH_E,O4671XR5220B,KTOE,RS,3.133,3.133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A,FC_OTH_HH_E,O4671XR5220B,KTOE,SE,127.252,105.832,106.317,79.426,78.115,74.357,75.228,91.397,106.254,54.712,47.316,61.648
A,FC_OTH_HH_E,O4671XR5220B,KTOE,SI,152.626,124.127,121.078,111.921,102.301,96.16,97.828,106.699,87.42,97.72,96.781,86.862
A,FC_OTH_HH_E,O4671XR5220B,KTOE,SK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A,FC_OTH_HH_E,O4671XR5220B,KTOE,TR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A,FC_OTH_HH_E,O4671XR5220B,KTOE,UA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
A,FC_OTH_HH_E,O4671XR5220B,KTOE,UK,136.135,141.276,146.794,170.344,158.517,170.403,168.536,,,,,
A,FC_OTH_HH_E,O4671XR5220B,KTOE,XK,3.315,4.146,7.256,4.146,4.284,4.595,4.657,4.758,5.173,6.717,6.999,7.699
A,FC_OTH_HH_E,R5110-5150_W6000RI,KTOE,AL,160.003,160.003,160.003,136.62,124.698,122.349,119.0,119.065,116.634,111.972,111.204,99.914
A,FC_OTH_HH_E,R5110-5150_W6000RI,KTOE,AT,1850.415,1623.582,1726.856,1774.505,1782.416,1640.86,1676.516,1684.075,2023.561,1868.409,2071.238,1979.81
A,FC_OTH_HH_E,R5110-5150_W6000RI,KTOE,BA,,321.057,432.741,432.645,345.992,1076.407,1067.999,1154.056,1124.63,1197.955,1143.952,1115.53
A,FC_OTH_HH_E,R5110-5150_W6000RI,KTOE,BE,633.228,456.898,541.614,606.716,567.221,564.73,555.188,507.089,622.779,577.453,605.052,605.665
A,FC_OTH_HH_E,R5110-5150_W6000RI,KTOE,BG,749.642,733.305,716.108,758.025,759.613,738.674,710.563,847.749,750.893,640.213,583.893,452.13
A,FC_OTH_HH_E,R5110-5150_W6000RI,KTOE,CY,6.78,4.389,10.462,10.731,13.728,14.717,15.454,15.374,14.569,15.145,12.86,8.316
A,FC_OTH_HH_E,R5110-5150_W6000RI,KTOE,CZ,1686.73,1726.378,1753.081,1776.894,1810.88,1882.698,2016.811,2058.426,2292.385,2149.951,1922.632,1803.419
A,FC_OTH_HH_E,R5110-5150_W6000RI,KTOE,DE,7326.144,5798.629,5800.373,5344.941,5494.148,5860.227,5971.959,5629.55,6645.242,7237.747,5600.076,5603.874
A,FC_OTH_HH_E,R5110-5150_W6000RI,KTOE,DK,857.086,835.517,967.766,1021.505,972.0,917.886,843.962,793.662,816.639,655.256,704.692,652.281
A,FC_OTH_HH_E,R5110-5150_W6000RI,KTOE,EE,373.651,371.477,361.445,383.778,390.418,394.096,378.38,396.484,387.884,408.485,369.199,395.185
A,FC_OTH_HH_E,R5110-5150_W6000RI,KTOE,EL,774.792,749.976,784.155,681.021,695.233,658.042,634.434,599.051,645.702,672.057,706.812,548.594
A,FC_OTH_HH_E,R5110-5150_W6000RI,KTOE,ES,2494.387,2510.318,2489.777,1806.606,1812.219,1817.02,1823.756,1826.813,1636.142,1638.387,1645.959,1625.084
A,FC_OTH_HH_E,R5110-5150_W6000RI,KTOE,EU27_2020,45735.134,39917.096,41635.708,41165.853,41525.2,43402.823,42934.235,41410.154,45318.357,42478.7,39465.313,38113.743
A,FC_OTH_HH_E,R5110-5150_W6000RI,KTOE,FI,1251.433,1267.269,1195.113,1300.396,1273.526,1251.385,1229.961,1131.079,1268.534,1166.046,1126.923,1070.722
A,FC_OTH_HH_E,R5110-5150_W6000RI,KTOE,FR,7474.073,5858.735,6273.895,6818.686,6603.054,6408.756,6416.083,5818.975,6846.396,6027.276,6060.773,5902.483
A,FC_OTH_HH_E,R5110-5150_W6000RI,KTOE,GE,472.891,456.936,390.561,380.577,358.438,265.514,241.168,226.539,233.989,206.339,206.664,191.115
A,FC_OTH_HH_E,R5110-5150_W6000RI,KTOE,HR,1146.532,1009.219,1157.113,1123.03,1084.437,1032.54,999.174,1014.409,1101.862,998.775,962.658,919.607
A,FC_OTH_HH_E,R5110-5150_W6000RI,KTOE,HU,2036.472,1651.333,1764.737,1719.117,1623.579,1352.226,1263.184,1266.098,1317.522,1278.566,1217.493,1181.284
A,FC_OTH_HH_E,R5110-5150_W6000RI,KTOE,IE,28.255,26.175,33.718,34.418,28.366,29.781,25.46,26.0,26.337,23.336,24.686,28.192
A,FC_OTH_HH_E,R5110-5150_W6000RI,KTOE,IS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A,FC_OTH_HH_E,R5110-5150_W6000RI,KTOE,IT,6591.502,5631.389,6351.533,6129.192,6717.616,6206.445,6195.413,5955.436,6600.445,5510.021,4906.481,4646.496
A,FC_OTH_HH_E,R5110-5150_W6000RI,KTOE,LT,539.672,508.288,490.661,483.902,470.192,479.674,461.379,460.256,462.238,440.671,421.085,479.841
A,FC_OTH_HH_E,R5110-5150_W6000RI,KTOE,LU,19.072,21.141,22.428,25.259,22.697,23.933,15.444,15.3,15.96,21.612,27.272,32.911
A,FC_OTH_HH_E,R5110-5150_W6000RI,KTOE,LV,575.738,565.826,456.912,449.006,503.798,534.622,508.407,451.495,460.285,441.971,435.456,438.698
A,FC_OTH_HH_E,R5110-5150_W6000RI,KTOE,MD,567.713,601.103,610.824,659.143,720.479,718.138,606.716,559.568,595.491,486.959,480.486,455.169
A,FC_OTH_HH_E,R5110-5150_W6000RI,KTOE,ME,155.274,149.924,153.387,150.664,148.299,134.136,128.332,131.771,138.005,126.063,125.179,153.759
A,FC_OTH_HH_E,R5110-5150_W6000RI,KTOE,MK,213.098,222.772,217.039,183.522,214.808,179.9,189.606,188.387,189.168,183.253,172.935,162.358
A,FC_OTH_HH_E,R5110-5150_W6000RI,KTOE,MT,0.86,1.075,1.146,1.087,1.354,1.338,1.674,1.442,1.566,1.802,1.457,0.818
A,FC_OTH_HH_E,R5110-5150_W6000RI,KTOE,NL,399.877,397.146,393.523,389.881,386.424,386.858,382.414,379.721,380.21,380.371,379.995,379.411
A,FC_OTH_HH_E,R5110-5150_W6000RI,KTOE,NO,482.636,415.425,443.8,424.883,453.401,443.307,404.899,441.932,490.833,522.646,486.991,478.057
A,FC_OTH_HH_E,R5110-5150_W6000RI,KTOE,PL,2790.914,2518.63,2588.97,2661.579,2620.737,5676.666,5248.024,4854.025,4947.353,4703.283,4376.844,4413.275
A,FC_OTH_HH_E,R5110-5150_W6000RI,KTOE,PT,763.543,759.649,755.708,757.213,757.213,749.98,753.565,764.684,767.88,767.8,787.664,758.158
A,FC_OTH_HH_E,R5110-5150_W6000RI,KTOE,RO,3109.033,3119.041,2950.941,2974.754,3050.519,3024.516,3042.954,3060.725,3252.206,3071.577,2938.128,2717.355
A,FC_OTH_HH_E,R5110-5150_W6000RI,KTOE,RS,800.994,851.462,847.186,873.125,803.504,840.947,871.155,1356.045,1428.129,1427.816,1429.729,1431.633
A,FC_OTH_HH_E,R5110-5150_W6000RI,KTOE,SE,968.783,905.632,913.06,912.129,910.672,776.416,763.28,860.275,886.954,816.232,786.663,767.507
A,FC_OTH_HH_E,R5110-5150_W6000RI,KTOE,SI,552.785,457.175,524.601,530.501,506.282,453.515,426.61,410.849,461.803,371.771,344.113,335.521
A,FC_OTH_HH_E,R5110-5150_W6000RI,KTOE,SK,733.735,408.904,610.012,690.981,666.858,525.222,574.186,581.112,685.01,594.487,445.209,367.106
A,FC_OTH_HH_E,R5110-5150_W6000RI,KTOE,TR,3281.456,3115.004,2804.003,2588.994,2361.995,1555.0,1503.0,1584.0,1528.302,1642.684,1802.245,1629.0
A,FC_OTH_HH_E,R5110-5150_W6000RI,KTOE,UA,963.289,1034.848,1065.324,1474.157,1646.627,1782.077,1828.953,1863.5,,,,
A,FC_OTH_HH_E,R5110-5150_W6000RI,KTOE,UK,1501.648,1426.388,1611.398,1734.045,1725.017,1882.464,1942.82,,,,,
A,FC_OTH_HH_E,R5110-5150_W6000RI,KTOE,XK,228.814,230.63,241.593,337.035,343.721,347.629,345.478,343.745,339.637,232.272,229.889,183.911
A,FC_OTH_HH_E,RA410,KTOE,AL,5.374,5.374,6.377,6.5,7.5,7.58,7.8,7.801,8.12,9.12,9.309,9.527
A,FC_OTH_HH_E,RA410,KTOE,AT,119.221,117.079,127.428,131.121,121.636,110.896,112.768,121.587,132.91,126.051,126.576,120.107
A,FC_OTH_HH_E,RA410,KTOE,BA,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A,FC_OTH_HH_E,RA410,KTOE,BE,17.455,20.71,22.635,21.596,22.468,24.47,24.348,25.222,23.104,24.74,23.455,22.38
A,FC_OTH_HH_E,RA410,KTOE,BG,8.957,9.434,9.649,9.649,9.971,10.472,10.953,11.51,12.254,13.45,13.96,14.323
A,FC_OTH_HH_E,RA410,KTOE,CY,55.842,56.774,57.681,58.613,59.684,60.872,61.829,62.874,63.971,64.996,65.95,66.939
A,FC_OTH_HH_E,RA410,KTOE,CZ,10.812,11.526,12.335,13.021,13.632,14.049,14.324,14.713,15.112,15.641,16.201,16.654
A,FC_OTH_HH_E,RA410,KTOE,DE,548.414,590.714,632.512,631.962,645.577,729.77,697.693,732.134,702.804,800.158,749.188,722.222
A,FC_OTH_HH_E,RA410,KTOE,DK,11.198,11.461,11.79,11.955,12.119,12.251,12.404,12.404,11.341,13.031,12.213,12.071
A,FC_OTH_HH_E,RA410,KTOE,EE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A,FC_OTH_HH_E,RA410,KTOE,EL,236.434,242.476,248.28,253.201,259.936,265.453,273.837,280.799,291.151,306.172,323.05,330.279
A,FC_OTH_HH_E,RA410,KTOE,ES,171.369,183.79,197.627,213.283,226.327,240.516,254.153,267.325,277.878,286.281,293.68,294.599
A,FC_OTH_HH_E,RA410,KTOE,EU27_2020,1581.05,1675.929,1787.503,1841.163,1889.532,2019.738,2050.687,2150.432,2179.269,2347.597,2349.749,2326.427
A,FC_OTH_HH_E,RA410,KTOE,FI,1.242,1.361,1.481,1.648,1.791,1.982,2.173,2.388,2.627,2.627,2.627,2.627
A,FC_OTH_HH_E,RA410,KTOE,FR,133.486,141.07,154.086,164.004,171.163,186.421,198.256,207.175,216.369,228.156,234.252,239.717
A,FC_OTH_HH_E,RA410,KTOE,GE,0.549,0.0,0.0,0.0,0.074,0.081,0.088,0.088,0.098,0.115,0.124,0.146
A,FC_OTH_HH_E,RA410,KTOE,HR,5.78,6.544,7.285,8.097,8.997,9.757,10.815,11.441,11.947,11.242,11.515,11.809
A,FC_OTH_HH_E,RA410,KTOE,HU,8.598,9.482,10.485,10.963,11.536,12.348,13.113,14.713,15.262,15.692,17.269,17.436
A,FC_OTH_HH_E,RA410,KTOE,IE,9.936,10.579,11.264,11.926,12.479,13.382,13.527,13.901,13.848,13.891,13.937,13.88
A,FC_OTH_HH_E,RA410,KTOE,IS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A,FC_OTH_HH_E,RA410,KTOE,IT,124.439,132.87,140.537,148.061,154.491,161.632,168.68,180.184,188.957,204.991,219.34,225.176
A,FC_OTH_HH_E,RA410,KTOE,LT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A,FC_OTH_HH_E,RA410,KTOE,LU,1.633,1.76,1.909,2.059,2.176,2.24,2.308,2.392,2.489,2.52,2.611,2.684
A,FC_OTH_HH_E,RA410,KTOE,LV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
